No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
33851,2017,1,9,10,16.0,16.0,10.0,26.0,600.0,44.0,-0.8,1026.0,-13.5,0.0,NE,2.2,Shunyi
33852,2017,1,9,11,12.0,12.0,9.0,16.0,500.0,54.0,0.6,1025.75,-14.0,0.0,NE,3.4,Shunyi
33853,2017,1,9,12,12.0,12.0,8.0,14.0,400.0,73.0,1.725,1024.5,-14.5,0.0,NE,2.1,Shunyi
33854,2017,1,9,13,9.0,9.0,8.0,12.0,400.0,63.0,2.55,1023.0,-14.7,0.0,NW,2.0,Shunyi
33855,2017,1,9,14,9.0,9.0,7.0,17.0,300.0,63.0,4.26,1021.4,-14.9,0.0,SW,1.7,Shunyi
33856,2017,1,9,15,12.0,12.0,8.0,29.0,400.0,58.0,4.675,1020.25,-14.6,0.0,SW,2.8,Shunyi
33857,2017,1,9,16,22.0,22.0,8.0,45.0,500.0,46.0,4.4,1020.0,-13.5,0.0,SW,3.5,Shunyi
33858,2017,1,9,17,30.0,41.0,12.0,52.0,600.0,43.0,3.33333333333333,1019.66666666667,-11.7,0.0,SW,3.3,Shunyi
33859,2017,1,9,18,38.0,40.0,12.0,80.0,800.0,16.0,2.15,1019.75,-12.5,0.0,SW,2.6,Shunyi
33860,2017,1,9,19,45.0,50.0,11.0,80.0,900.0,14.0,1.325,1019.0,-11.9,0.0,SW,3.3,Shunyi
33861,2017,1,9,20,55.0,61.0,14.0,94.0,100.0,5.0,0.7,1020.0,-10.8,0.0,SW,1.3,Shunyi
33862,2017,1,9,21,73.0,83.0,15.0,105.0,1300.0,2.0,-0.375,1020.0,-10.0,0.0,SW,1.4,Shunyi
33863,2017,1,9,22,99.0,117.0,16.0,104.0,1600.0,2.0,-0.725,1020.0,-8.8,0.0,NE,1.2,Shunyi
33864,2017,1,9,23,113.0,124.0,16.0,98.0,1900.0,2.0,-1.575,1020.5,-8.5,0.0,NW,1.6,Shunyi
33865,2017,1,10,0,104.0,104.0,22.0,91.0,2300.0,3.0,-1.52,1021.6,-9.9,0.0,NW,2.9,Shunyi
33866,2017,1,10,1,45.0,45.0,13.0,47.0,1100.0,32.0,0.133333333333333,1022.33333333333,-15.8,0.0,NW,2.9,Shunyi
33867,2017,1,10,2,7.0,7.0,3.0,7.0,300.0,71.0,-0.05,1023.5,-18.3,0.0,NW,4.25,Shunyi
33868,2017,1,10,3,6.0,6.0,3.0,6.0,300.0,71.0,-0.82,1024.6,-19.7,0.0,NW,3.9,Shunyi
33869,2017,1,10,4,4.0,6.0,4.0,9.0,300.0,67.0,-1.8,1025.5,-19.2,0.0,NW,3.9,Shunyi
33870,2017,1,10,5,3.0,6.0,4.0,7.0,300.0,70.0,-2.33333333333333,1026.0,-19.0,0.0,NW,2.8,Shunyi
33871,2017,1,10,6,4.0,6.0,6.0,19.0,400.0,55.0,-3.5,1026.0,-18.0,0.0,NW,1.9,Shunyi
33872,2017,1,10,7,9.0,9.0,10.0,41.0,600.0,33.0,-3.78571428571429,1027.0,-17.5,0.0,NE,1.0,Shunyi
33873,2017,1,10,8,11.0,20.0,10.0,49.0,700.0,25.0,-3.662857142857145,1027.5,-17.25,0.0,NW,2.1,Shunyi
33874,2017,1,10,9,20.0,26.0,16.0,55.0,900.0,22.0,-3.54,1028.0,-17.0,0.0,NW,2.2,Shunyi
33875,2017,1,10,10,25.0,25.0,13.0,34.0,800.0,42.0,-1.56666666666667,1028.33333333333,-16.9,0.0,NW,2.8,Shunyi
33876,2017,1,10,11,10.0,10.0,8.0,14.0,500.0,62.0,-0.075,1028.0,-17.3,0.0,NW,3.3,Shunyi
33877,2017,1,10,12,6.0,6.0,7.0,12.0,400.0,66.0,1.025,1027.5,-18.4,0.0,NW,3.9,Shunyi
33878,2017,1,10,13,10.0,10.0,7.0,15.0,400.0,66.0,2.1,1026.25,-18.3,0.0,NW,3.2,Shunyi
33879,2017,1,10,14,3.0,7.0,6.0,14.0,300.0,68.0,2.95,1025.25,-18.8,0.0,NW,4.25,Shunyi
33880,2017,1,10,15,9.0,23.0,7.0,17.0,300.0,67.0,3.47,1025.0,-18.7,0.0,W,4.25,Shunyi
33881,2017,1,10,16,10.0,33.0,7.0,22.0,300.0,62.0,3.35,1024.5,-18.8,0.0,NW,4.25,Shunyi
33882,2017,1,10,17,6.0,18.0,8.0,39.0,400.0,46.0,2.75,1025.0,-19.3,0.0,NW,3.5,Shunyi
33883,2017,1,10,18,12.0,12.0,9.0,43.0,500.0,41.0,1.6,1025.5,-19.5,0.0,NW,0.4,Shunyi
33884,2017,1,10,19,13.0,13.0,6.0,36.0,400.0,45.0,0.45,1026.0,-19.7,0.0,NE,1.1,Shunyi
33885,2017,1,10,20,9.0,9.0,5.0,32.0,400.0,49.0,-1.175,1026.0,-16.5,0.0,NE,0.2,Shunyi
33886,2017,1,10,21,17.0,32.0,18.0,55.0,900.0,29.0,-3.325,1026.0,-13.8,0.0,NE,0.0,Shunyi
33887,2017,1,10,22,23.0,23.0,13.0,36.0,800.0,43.0,-4.15,1026.0,-12.6,0.0,SW,0.8,Shunyi
33888,2017,1,10,23,24.0,24.0,6.0,31.0,500.0,47.0,-4.5,1026.0,-13.7,0.0,SW,0.1,Shunyi
33889,2017,1,11,0,13.0,40.0,8.0,67.0,700.0,10.0,-4.725,1026.0,-12.9,0.0,SW,0.4,Shunyi
33890,2017,1,11,1,29.0,29.0,14.0,75.0,1400.0,3.0,-5.15,1026.0,-13.3,0.0,SW,0.5,Shunyi
33891,2017,1,11,2,24.0,24.0,13.0,72.0,900.0,5.0,-5.35,1025.0,-14.4,0.0,NE,0.9,Shunyi
33892,2017,1,11,3,41.0,41.0,17.0,75.0,1800.0,2.0,-5.24,1025.0,-15.3,0.0,NE,0.8,Shunyi
33893,2017,1,11,4,42.0,42.0,16.0,69.0,200.0,2.0,-5.925,1024.5,-14.5,0.0,NE,1.0,Shunyi
33894,2017,1,11,5,38.0,38.0,12.0,65.0,200.0,2.0,-6.26666666666667,1024.0,-14.0,0.0,NE,1.0,Shunyi
33895,2017,1,11,6,36.0,36.0,12.0,64.0,1900.0,2.0,-6.55,1023.0,-14.0,0.0,NE,0.6,Shunyi
33896,2017,1,11,7,31.0,31.0,8.0,60.0,1700.0,2.0,-6.85,1023.0,-13.8,0.0,NE,0.9,Shunyi
33897,2017,1,11,8,31.0,31.0,9.0,60.0,1900.0,2.0,-7.225,1023.0,-13.5,0.0,NE,0.7,Shunyi
33898,2017,1,11,9,35.0,43.0,15.0,57.0,200.0,5.0,-6.25,1023.5,-12.8,0.0,NE,1.4,Shunyi
33899,2017,1,11,10,38.0,62.0,19.0,52.0,1700.0,10.0,-3.925,1024.0,-13.5,0.0,NE,0.6,Shunyi
33900,2017,1,11,11,52.0,79.0,25.0,64.0,1900.0,16.0,-0.84,1023.0,-13.6,0.0,SW,1.0,Shunyi
33901,2017,1,11,12,51.0,66.0,25.0,65.0,1700.0,24.0,2.3,1022.0,-13.7,0.0,SE,1.1,Shunyi
33902,2017,1,11,13,58.0,58.0,34.0,69.0,1400.0,38.0,4.1,1020.75,-14.2,0.0,SW,3.2,Shunyi
33903,2017,1,11,14,47.0,47.0,32.0,62.0,900.0,43.0,6.46,1019.4,-14.8,0.0,NW,4.0,Shunyi
33904,2017,1,11,15,29.0,27.0,24.0,34.0,400.0,74.0,7.175,1019.0,-15.6,0.0,NW,4.25,Shunyi
33905,2017,1,11,16,18.0,45.0,14.0,37.0,400.0,58.0,7.25,1018.25,-15.6,0.0,NW,3.4,Shunyi
33906,2017,1,11,17,27.0,50.0,19.0,58.0,400.0,48.0,6.56666666666667,1019.0,-15.3,0.0,NW,2.8,Shunyi
33907,2017,1,11,18,31.0,52.0,22.0,79.0,600.0,26.0,5.275,1019.0,-15.3,0.0,NW,1.5,Shunyi
33908,2017,1,11,19,48.0,93.0,34.0,90.0,1100.0,14.0,3.35,1019.0,-14.7,0.0,SW,0.8,Shunyi
33909,2017,1,11,20,42.0,56.0,26.0,68.0,900.0,19.0,1.175,1019.5,-13.3,0.0,NE,1.4,Shunyi
33910,2017,1,11,21,45.0,62.0,34.0,71.0,1000.0,19.0,0.525,1020.0,-13.0,0.0,NE,1.2,Shunyi
33911,2017,1,11,22,48.0,48.0,30.0,72.0,1000.0,10.0,0.45,1020.0,-12.9,0.0,NE,1.1,Shunyi
33912,2017,1,11,23,15.0,15.0,13.0,23.0,500.0,58.0,-0.525,1020.75,-13.3,0.0,NE,0.0,Shunyi
33913,2017,1,12,0,22.0,22.0,17.0,31.0,400.0,71.0,-2.74,1020.2,-11.0,0.0,NE,0.0,Shunyi
33914,2017,1,12,1,22.0,22.0,20.0,57.0,700.0,37.0,-3.65,1020.0,-11.8,0.0,SW,0.6,Shunyi
33915,2017,1,12,2,29.0,44.0,21.0,83.0,1400.0,20.0,-4.16666666666667,1020.0,-11.0,0.0,NE,1.1,Shunyi
33916,2017,1,12,3,45.0,45.0,27.0,69.0,1500.0,24.0,-4.975,1020.0,-11.8,0.0,NE,0.0,Shunyi
33917,2017,1,12,4,32.0,56.0,25.0,67.0,1900.0,16.0,-5.1,1020.0,-11.8,0.0,NE,1.5,Shunyi
33918,2017,1,12,5,51.0,51.0,28.0,88.0,2200.0,12.0,-4.2,1019.66666666667,-12.1,0.0,NE,0.2,Shunyi
33919,2017,1,12,6,28.0,28.0,12.0,63.0,1200.0,17.0,-5.1,1019.0,-12.1,0.0,NE,0.6,Shunyi
33920,2017,1,12,7,39.0,60.0,19.0,78.0,2000.0,9.0,-5.1,1019.0,-12.5,0.0,NE,0.0,Shunyi
33921,2017,1,12,8,26.0,26.0,18.0,65.0,1000.0,14.0,-5.025,1020.0,-12.7,0.0,NE,2.0,Shunyi
33922,2017,1,12,9,29.0,45.0,22.0,57.0,1000.0,27.0,-4.1,1020.0,-11.7,0.0,NE,1.0,Shunyi
33923,2017,1,12,10,38.0,52.0,18.0,46.0,1100.0,28.0,-1.0,1020.0,-11.9,0.0,NE,1.8,Shunyi
33924,2017,1,12,11,39.0,37.0,27.0,47.0,1000.0,38.0,2.325,1019.5,-12.5,0.0,NE,1.7,Shunyi
33925,2017,1,12,12,38.0,38.0,22.0,29.0,700.0,67.0,4.1,1018.25,-13.4,0.0,NW,3.0,Shunyi
33926,2017,1,12,13,22.0,48.0,17.0,14.0,400.0,76.0,5.625,1016.5,-14.5,0.0,NW,4.25,Shunyi
33927,2017,1,12,14,11.0,36.0,17.0,13.0,400.0,85.0,6.275,1015.25,-14.9,0.0,NW,4.25,Shunyi
33928,2017,1,12,15,21.0,58.0,15.0,31.0,400.0,75.0,6.6,1014.5,-14.4,0.0,SW,1.8,Shunyi
33929,2017,1,12,16,57.0,86.0,20.0,2.0,800.0,40.0,6.1,1014.0,-13.0,0.0,SW,2.5,Shunyi
33930,2017,1,12,17,69.0,98.0,3.0,98.0,1200.0,27.0,5.05,1014.0,-12.4,0.0,SW,2.7,Shunyi
33931,2017,1,12,18,80.0,116.0,36.0,126.5,1700.0,7.0,3.6,1014.0,-12.0,0.0,SW,2.4,Shunyi
33932,2017,1,12,19,90.0,140.0,39.5,126.5,2000.0,9.0,2.8,1014.25,-11.6,0.0,NW,1.9,Shunyi
33933,2017,1,12,20,113.0,151.0,39.5,122.0,2400.0,3.0,1.85,1015.0,-11.5,0.0,NW,1.2,Shunyi
33934,2017,1,12,21,83.0,83.0,34.0,104.0,1700.0,19.0,0.025,1015.5,-10.8,0.0,NW,1.4,Shunyi
33935,2017,1,12,22,13.0,27.0,9.0,14.0,300.0,74.0,2.075,1016.0,-13.4,0.0,NW,2.4,Shunyi
33936,2017,1,12,23,10.0,10.0,12.0,19.0,300.0,71.0,2.1,1016.75,-13.8,0.0,NW,1.8,Shunyi
33937,2017,1,13,0,16.0,23.0,8.0,10.0,200.0,82.0,1.15,1017.5,-15.3,0.0,NW,3.2,Shunyi
33938,2017,1,13,1,10.0,38.0,10.0,11.0,200.0,90.0,0.26,1018.0,-17.7,0.0,NW,3.8,Shunyi
33939,2017,1,13,2,13.0,18.0,13.0,8.0,200.0,89.0,-0.3,1019.0,-19.0,0.0,NW,1.9,Shunyi
33940,2017,1,13,3,10.0,16.0,7.0,13.0,200.0,85.0,-0.68,1019.6,-19.5,0.0,NW,4.25,Shunyi
33941,2017,1,13,4,2.0,5.0,3.0,11.0,200.0,83.0,-1.15,1020.0,-19.3,0.0,NW,4.25,Shunyi
33942,2017,1,13,5,2.0,13.0,11.0,14.0,200.0,70.0,-1.5,1020.0,-19.5,0.0,NW,3.0,Shunyi
33943,2017,1,13,6,16.0,16.0,15.0,18.0,300.0,71.0,-2.1,1020.25,-19.4,0.0,NW,1.8,Shunyi
33944,2017,1,13,7,15.0,5.0,9.0,19.0,300.0,75.0,-3.025,1021.0,-18.9,0.0,NE,1.4,Shunyi
33945,2017,1,13,8,9.0,14.0,12.0,17.0,500.0,73.0,-4.2,1021.75,-18.4,0.0,NE,1.3,Shunyi
33946,2017,1,13,9,18.0,32.0,12.0,20.0,500.0,66.0,-3.425,1022.25,-18.6,0.0,NW,2.5,Shunyi
33947,2017,1,13,10,13.0,22.0,16.0,15.0,300.0,74.0,-1.625,1023.0,-19.1,0.0,NW,3.2,Shunyi
33948,2017,1,13,11,14.0,14.0,15.0,13.0,300.0,72.0,-0.36,1023.4,-20.7,0.0,NW,3.1,Shunyi
33949,2017,1,13,12,18.0,18.0,9.0,17.0,300.0,83.0,0.475,1023.0,-22.0,0.0,NW,4.25,Shunyi
33950,2017,1,13,13,18.0,18.0,14.0,5.0,300.0,85.0,1.45,1022.25,-24.1,0.0,NW,4.25,Shunyi
33951,2017,1,13,14,10.0,10.0,8.0,9.0,200.0,80.0,2.325,1022.0,-22.9,0.0,NW,4.25,Shunyi
33952,2017,1,13,15,10.0,12.0,13.0,10.0,200.0,91.0,2.8,1022.0,-22.1,0.0,NW,4.25,Shunyi
33953,2017,1,13,16,12.0,20.0,10.0,6.0,200.0,85.0,3.03333333333333,1022.0,-25.7,0.0,NW,4.25,Shunyi
33954,2017,1,13,17,2.0,17.0,11.0,10.0,200.0,77.0,2.375,1022.0,-26.2,0.0,NW,4.25,Shunyi
33955,2017,1,13,18,13.0,24.0,8.0,31.0,200.0,65.0,0.9,1023.0,-25.8,0.0,NW,2.9,Shunyi
33956,2017,1,13,19,13.0,20.0,9.0,23.0,300.0,67.0,-0.1,1023.0,-25.0,0.0,NW,4.25,Shunyi
33957,2017,1,13,20,11.0,19.0,12.0,28.0,300.0,72.0,-0.775,1024.0,-24.6,0.0,NW,3.8,Shunyi
33958,2017,1,13,21,16.0,29.0,12.0,34.0,400.0,52.0,-1.425,1024.75,-24.4,0.0,NW,2.1,Shunyi
33959,2017,1,13,22,8.0,25.0,11.0,33.0,400.0,63.0,-2.2,1025.5,-24.7,0.0,NW,3.3,Shunyi
33960,2017,1,13,23,9.0,29.0,14.0,39.0,600.0,51.0,-2.425,1026.0,-24.6,0.0,NW,2.8,Shunyi
33961,2017,1,14,0,15.0,15.0,17.0,36.0,500.0,57.0,-3.15,1026.0,-24.0,0.0,NE,1.7,Shunyi
33962,2017,1,14,1,11.0,12.0,15.0,20.0,400.0,52.0,-4.725,1026.75,-22.9,0.0,NE,1.5,Shunyi
33963,2017,1,14,2,6.0,24.0,4.0,26.0,400.0,57.0,-5.66,1027.4,-21.4,0.0,NE,1.4,Shunyi
33964,2017,1,14,3,14.0,11.0,12.0,27.0,500.0,58.0,-5.95,1028.0,-20.4,0.0,NE,1.8,Shunyi
33965,2017,1,14,4,13.0,6.0,16.0,18.0,500.0,55.0,-6.2,1028.0,-20.8,0.0,NW,0.7,Shunyi
33966,2017,1,14,5,2.0,13.0,11.0,20.0,600.0,59.0,-6.96666666666667,1028.66666666667,-19.7,0.0,NE,1.7,Shunyi
33967,2017,1,14,6,4.0,5.0,12.0,22.0,500.0,61.0,-6.725,1028.0,-20.1,0.0,NE,1.9,Shunyi
33968,2017,1,14,7,17.0,15.0,5.0,28.0,600.0,57.0,-6.5,1028.5,-21.6,0.0,NE,2.2,Shunyi
33969,2017,1,14,8,19.0,14.0,10.0,33.0,600.0,43.0,-7.275,1029.0,-20.7,0.0,NE,1.1,Shunyi
33970,2017,1,14,9,15.0,33.0,12.0,29.0,600.0,56.0,-5.36,1030.0,-20.0,0.0,NE,2.6,Shunyi
33971,2017,1,14,10,13.0,40.0,16.0,26.0,700.0,50.0,-2.73333333333333,1031.0,-21.0,0.0,NE,3.0,Shunyi
33972,2017,1,14,11,16.0,16.0,12.0,16.0,500.0,73.0,-1.6,1031.0,-21.0,0.0,NE,2.9,Shunyi
33973,2017,1,14,12,7.0,5.0,5.0,11.0,400.0,76.0,-0.04,1030.2,-21.7,0.0,SE,4.0,Shunyi
33974,2017,1,14,13,10.0,10.0,9.0,3.0,400.0,81.0,1.125,1029.0,-23.1,0.0,NE,1.7,Shunyi
33975,2017,1,14,14,2.0,5.0,15.0,15.0,400.0,78.0,2.2,1028.25,-23.5,0.0,SE,1.5,Shunyi
33976,2017,1,14,15,12.0,12.0,3.0,14.0,400.0,76.0,2.825,1028.0,-23.9,0.0,SE,2.6,Shunyi
33977,2017,1,14,16,17.0,40.0,11.0,26.0,400.0,75.0,2.725,1029.0,-23.3,0.0,SW,2.3,Shunyi
33978,2017,1,14,17,23.0,45.0,19.0,33.0,600.0,53.0,1.7,1029.0,-22.2,0.0,SE,2.3,Shunyi
33979,2017,1,14,18,36.0,69.0,17.0,53.0,900.0,28.0,0.5,1029.5,-21.1,0.0,SE,2.4,Shunyi
33980,2017,1,14,19,54.0,90.0,39.5,82.0,1700.0,13.0,-0.55,1030.0,-19.3,0.0,SE,1.8,Shunyi
33981,2017,1,14,20,77.0,116.0,39.5,97.0,2200.0,3.0,-1.3,1031.0,-18.3,0.0,SE,1.8,Shunyi
33982,2017,1,14,21,82.0,204.0,39.5,92.0,2400.0,4.0,-1.75,1031.5,-17.0,0.0,SE,2.2,Shunyi
33983,2017,1,14,22,61.0,99.0,14.0,74.0,1200.0,16.0,-2.35,1032.0,-10.5,0.0,SE,1.4,Shunyi
33984,2017,1,14,23,53.0,101.0,12.0,69.0,1200.0,13.0,-3.125,1032.75,-8.7,0.0,SE,0.3,Shunyi
33985,2017,1,15,0,56.0,85.0,20.0,66.0,1100.0,14.0,-3.775,1033.0,-8.3,0.0,SE,2.0,Shunyi
33986,2017,1,15,1,56.0,73.0,22.0,66.0,1000.0,2.0,-3.975,1033.5,-8.5,0.0,SE,2.6,Shunyi
33987,2017,1,15,2,42.0,63.0,22.0,64.0,1100.0,10.0,-3.94,1033.8,-8.9,0.0,SE,2.5,Shunyi
33988,2017,1,15,3,51.0,61.0,28.0,67.0,1000.0,7.0,-3.95,1034.0,-9.0,0.0,SE,0.7,Shunyi
33989,2017,1,15,4,49.0,61.0,36.0,66.0,1200.0,72.0,-3.775,1033.25,-9.0,0.0,SE,1.5,Shunyi
33990,2017,1,15,5,37.0,71.0,34.0,66.0,1300.0,12.0,-3.6,1033.0,-8.8,0.0,SE,1.7,Shunyi
33991,2017,1,15,6,53.0,80.0,39.0,72.0,1500.0,9.0,-3.775,1032.25,-8.5,0.0,SE,1.6,Shunyi
33992,2017,1,15,7,45.0,81.0,26.0,70.0,1700.0,6.0,-4.0,1032.0,-7.7,0.0,SE,1.5,Shunyi
33993,2017,1,15,8,56.0,81.0,24.0,62.0,1900.0,6.0,-4.325,1032.0,-7.3,0.0,SE,0.8,Shunyi
33994,2017,1,15,9,59.0,66.0,22.0,63.0,1800.0,3.0,-4.275,1032.0,-7.0,0.0,SE,2.1,Shunyi
33995,2017,1,15,10,64.0,81.0,34.0,61.0,1800.0,19.0,-3.575,1032.0,-7.1,0.0,SE,2.3,Shunyi
33996,2017,1,15,11,52.0,76.0,32.0,50.0,1600.0,27.0,-3.1,1031.2,-7.3,0.0,SE,1.8,Shunyi
33997,2017,1,15,12,59.0,59.0,35.0,46.0,1300.0,33.0,-1.925,1030.25,-8.9,0.0,SW,2.4,Shunyi
33998,2017,1,15,13,34.0,42.0,39.0,37.0,600.0,53.0,-1.8,1028.66666666667,-8.9,0.0,SE,2.5,Shunyi
33999,2017,1,15,14,46.0,82.0,29.0,47.0,800.0,46.0,-1.7,1027.6,-8.2,0.0,NE,2.4,Shunyi
34000,2017,1,15,15,47.0,47.0,29.0,50.0,1000.0,41.0,-2.03333333333333,1027.0,-7.0,0.0,NE,1.7,Shunyi
34001,2017,1,15,16,52.0,63.0,28.0,42.0,900.0,38.0,-1.94,1027.0,-7.3,0.0,NE,1.4,Shunyi
34002,2017,1,15,17,55.0,63.0,14.0,46.0,900.0,33.0,-2.3,1027.0,-7.2,0.0,NE,1.7,Shunyi
34003,2017,1,15,18,57.0,64.0,17.0,57.0,900.0,21.0,-2.5,1027.0,-7.5,0.0,NE,1.7,Shunyi
34004,2017,1,15,19,73.0,95.0,22.0,70.0,1400.0,10.0,-2.7,1027.0,-7.7,0.0,NE,2.0,Shunyi
34005,2017,1,15,20,106.0,125.0,22.0,80.0,1900.0,10.0,-3.025,1028.0,-7.8,0.0,NE,1.2,Shunyi
34006,2017,1,15,21,110.0,110.0,36.0,84.0,2000.0,1.0,-3.3,1028.0,-7.6,0.0,NE,1.6,Shunyi
34007,2017,1,15,22,102.0,113.0,36.0,72.0,2000.0,6.0,-3.075,1028.0,-7.9,0.0,NE,0.5,Shunyi
34008,2017,1,15,23,123.0,131.0,37.0,80.0,2500.0,172.0,-2.875,1028.0,-8.0,0.0,NE,0.7,Shunyi
34009,2017,1,16,0,131.0,131.0,33.0,68.0,2300.0,1.0,-2.76,1028.0,-7.8,0.0,NE,0.9,Shunyi
34010,2017,1,16,1,111.0,103.0,26.0,76.0,2400.0,6.0,-2.76666666666667,1028.0,-7.6,0.0,NE,1.4,Shunyi
34011,2017,1,16,2,117.0,128.0,24.0,67.0,2800.0,12.0,-2.62,1028.0,-7.8,0.0,SE,0.8,Shunyi
34012,2017,1,16,3,126.0,126.0,29.0,71.0,2800.0,6.0,-2.55,1028.0,-8.3,0.0,SE,1.2,Shunyi
34013,2017,1,16,4,116.0,116.0,29.0,75.0,2700.0,9.0,-2.73333333333333,1028.0,-8.1,0.0,NE,2.1,Shunyi
34014,2017,1,16,5,123.0,129.0,18.0,70.0,3000.0,1.0,-2.86,1027.4,-8.1,0.0,NE,1.2,Shunyi
34015,2017,1,16,6,108.0,108.0,23.0,65.0,2600.0,9.0,-3.05,1027.75,-7.9,0.0,NE,1.1,Shunyi
34016,2017,1,16,7,80.0,80.0,32.0,61.0,1700.0,1.0,-3.0,1028.0,-7.6,0.0,NE,0.8,Shunyi
34017,2017,1,16,8,84.0,80.0,30.0,64.0,1700.0,9.0,-2.875,1028.5,-7.8,0.0,NE,1.1,Shunyi
34018,2017,1,16,9,87.0,103.0,29.0,61.0,1800.0,6.0,-2.875,1029.25,-7.6,0.0,SE,1.8,Shunyi
34019,2017,1,16,10,87.0,110.0,39.5,62.0,1400.0,17.0,-2.425,1030.25,-7.1,0.0,SE,0.0,Shunyi
34020,2017,1,16,11,86.0,88.0,39.5,55.0,1500.0,8.0,-2.12,1030.6,-6.2,0.0,NE,1.3,Shunyi
34021,2017,1,16,12,100.0,98.0,39.5,65.0,1500.0,20.0,-1.675,1029.5,-6.5,0.0,SE,1.8,Shunyi
34022,2017,1,16,13,98.0,98.0,39.5,60.0,1700.0,26.0,-1.4,1028.66666666667,-7.0,0.0,SE,1.2,Shunyi
34023,2017,1,16,14,104.0,104.0,31.0,50.0,1700.0,28.0,-1.38,1028.0,-6.6,0.0,SE,2.2,Shunyi
34024,2017,1,16,15,10.0,13.0,3.0,63.0,2000.0,26.0,-1.175,1028.0,-6.3,0.0,SE,1.0,Shunyi
34025,2017,1,16,16,13.0,100.0,26.0,65.0,1950.0,21.0,-1.03333333333333,1028.0,-6.7,0.0,NE,0.9,Shunyi
34026,2017,1,16,17,100.0,114.0,32.0,71.0,1900.0,173.0,-1.1,1028.0,-6.5,0.0,NE,1.0,Shunyi
34027,2017,1,16,18,116.0,115.0,24.0,2.0,1800.0,173.0,-1.2,1028.0,-6.7,0.0,NE,1.0,Shunyi
34028,2017,1,16,19,114.0,114.0,21.0,79.0,1600.0,12.0,-1.2,1028.75,-6.8,0.0,NE,1.1,Shunyi
34029,2017,1,16,20,119.0,119.0,32.0,75.0,1600.0,9.0,-1.25,1029.0,-6.8,0.0,NE,1.1,Shunyi
34030,2017,1,16,21,138.0,138.0,30.0,81.0,2100.0,12.0,-1.4,1029.0,-6.6,0.0,NE,2.3,Shunyi
34031,2017,1,16,22,144.0,144.0,31.0,77.0,2300.0,6.0,-1.475,1029.0,-6.9,0.0,NE,1.4,Shunyi
34032,2017,1,16,23,153.0,153.0,36.0,77.0,2600.0,12.0,-1.525,1029.0,-6.8,0.0,NE,1.7,Shunyi
34033,2017,1,17,0,143.0,143.0,33.0,75.0,2400.0,1.0,-1.66,1029.0,-6.7,0.0,NE,1.7,Shunyi
34034,2017,1,17,1,153.0,153.0,28.0,65.0,2500.0,6.0,-1.76666666666667,1028.66666666667,-6.5,0.0,NE,0.9,Shunyi
34035,2017,1,17,2,162.0,162.0,17.0,69.0,2900.0,1.0,-1.86,1028.0,-6.3,0.0,NE,1.4,Shunyi
34036,2017,1,17,3,148.0,148.0,25.0,70.0,3150.0,6.0,-2.025,1028.0,-6.3,0.0,NE,0.9,Shunyi
34037,2017,1,17,4,144.0,144.0,16.0,63.0,3150.0,18.0,-2.13333333333333,1027.33333333333,-6.2,0.0,NE,0.6,Shunyi
34038,2017,1,17,5,137.0,137.0,24.0,64.0,2900.0,6.0,-2.0,1027.0,-6.1,0.0,SE,0.6,Shunyi
34039,2017,1,17,6,138.0,138.0,26.0,67.0,2700.0,1.0,-1.86,1027.0,-6.1,0.0,SE,0.3,Shunyi
34040,2017,1,17,7,125.0,125.0,21.0,62.0,2500.0,9.0,-2.16666666666667,1027.0,-5.9,0.0,NE,1.3,Shunyi
34041,2017,1,17,8,129.0,129.0,21.0,55.0,2500.0,6.0,-2.2,1027.0,-5.6,0.0,NE,1.2,Shunyi
34042,2017,1,17,9,119.0,119.0,23.0,60.0,2300.0,12.0,-2.1,1027.25,-5.5,0.0,NE,0.0,Shunyi
34043,2017,1,17,10,126.0,126.0,25.0,60.0,2300.0,6.0,-1.725,1028.0,-5.5,0.0,NW,1.5,Shunyi
34044,2017,1,17,11,136.0,146.0,34.0,59.0,2600.0,15.0,-1.36,1028.0,-5.6,0.0,NW,0.3,Shunyi
34045,2017,1,17,12,136.0,136.0,39.5,69.0,2400.0,16.0,0.0333333333333333,1027.33333333333,-6.0,0.0,NW,0.2,Shunyi
34046,2017,1,17,13,158.0,158.0,39.5,60.0,1900.0,36.0,0.86,1026.2,-7.4,0.0,NW,2.0,Shunyi
34047,2017,1,17,14,147.0,147.0,39.5,66.0,1800.0,40.0,1.8,1025.0,-7.8,0.0,SW,1.2,Shunyi
34048,2017,1,17,15,136.0,136.0,39.5,65.0,1500.0,43.0,2.375,1025.0,-8.2,0.0,NE,1.0,Shunyi
34049,2017,1,17,16,132.0,132.0,38.0,68.0,1500.0,42.0,2.4,1025.0,-8.9,0.0,NE,0.0,Shunyi
34050,2017,1,17,17,132.0,142.0,35.0,84.0,1700.0,19.0,2.475,1025.0,-9.1,0.0,SE,1.4,Shunyi
34051,2017,1,17,18,160.0,166.0,31.0,109.0,2000.0,6.0,0.6,1025.8,-7.9,0.0,SE,0.5,Shunyi
34052,2017,1,17,19,174.0,207.0,31.0,111.0,2700.0,6.0,-1.23333333333333,1026.33333333333,-7.6,0.0,SE,0.3,Shunyi
